decision_id,run_id,run_name,run_status,input_fingerprint,event_index,as_of_time,mode,bot_id,bot_name,base_personality,llm_provider,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_estimated_cost_usd,model,prompt_version,prompt_hash,action,ticker,quantity,limit_price,confidence,speculative,reasoning_length,headline_used,evidence_count,evidence_url_count,risk_checked,risk_approved,risk_blocked,risk_reason,fill_count,fill_qty_total,fill_avg_price,current_price,next_event_price,return_next_event,signed_return_next_event,directional_correct_next_event,intent_mark_pnl_next_event,benchmark_symbol,benchmark_price,benchmark_next_event_price,benchmark_return_next_event,excess_return_vs_benchmark_next_event,beat_benchmark_next_event,future_price_1d,future_return_1d,future_signed_return_1d,directional_correct_1d,profitable_1d,intent_mark_pnl_1d,benchmark_future_price_1d,benchmark_return_1d,excess_return_vs_benchmark_1d,beat_benchmark_1d,large_loss_1d,high_confidence_wrong_1d,future_price_3d,future_return_3d,future_signed_return_3d,directional_correct_3d,profitable_3d,intent_mark_pnl_3d,benchmark_future_price_3d,benchmark_return_3d,excess_return_vs_benchmark_3d,beat_benchmark_3d,large_loss_3d,high_confidence_wrong_3d,future_price_7d,future_return_7d,future_signed_return_7d,directional_correct_7d,profitable_7d,intent_mark_pnl_7d,benchmark_future_price_7d,benchmark_return_7d,excess_return_vs_benchmark_7d,beat_benchmark_7d,large_loss_7d,high_confidence_wrong_7d,confidence_bucket,event_best_long_ticker_1d,event_best_long_return_1d,event_worst_ticker_1d,event_worst_return_1d,event_best_abs_ticker_1d,event_best_abs_return_1d,hold_missed_big_move_1d,headline_count,real_headline_count,synthetic_headline_count,ticker_headline_count,macro_headline_count,filing_headline_count,earnings_headline_count,headline_source_count,headline_sources,headline_age_minutes_min,headline_age_minutes_avg,has_real_news,has_synthetic_market_summary,news_context_quality,event_spy_return_1d,event_qqq_return_1d,event_tlt_return_1d,event_gld_return_1d,event_risk_regime,event_trend_regime,event_volatility_regime,event_breadth_proxy,ticker_return_1d,ticker_return_5d,ticker_return_20d,ticker_rolling_volatility_20d,ticker_volume_ratio_20d,ticker_gap_from_previous_close,ticker_distance_from_20d_ma
596,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,25,2026-03-25T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,,,,,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.95,0,127,,0,0,0,,0,,0,0,,,,,,,,SPY,656.82,645.09,-0.01785877,,,,,,,,,645.09,-0.01785877,,,,,,,,,,,631.97,-0.03783381,,,,,,,,,,,658.93,0.00321245,,,,,high,COP,0.03350655,META,-0.07959455,META,0.07959455,1,32,32,0,0,0,4,0,5,SEC EDGAR;cnbc.com;fool.com;prnewswire.com;yahoo.com,23.0,2192.5789,1,0,news_enriched,0.005573,0.006576,0.00965,0.030089,risk_on,down,low,0.666667,,,,,,,
219,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,26,2026-03-26T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,,,,,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,173,,0,0,0,,0,,0,0,,,,,,,,SPY,645.09,634.09,-0.01705188,,,,,,,,,634.09,-0.01705188,,,,,,,,,,,650.34,0.0081384,,,,,,,,,,,659.22,0.02190392,,,,,low,XOM,0.03360938,SBUX,-0.04834466,SBUX,0.04834466,1,34,34,0,0,0,4,0,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;prnewswire.com;yahoo.com,60.0,2754.95,1,0,news_enriched,-0.017859,-0.023868,-0.008406,-0.037594,neutral,down,low,0.285714,,,,,,,
220,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,26,2026-03-26T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,,,,,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,AAPL,100,,0.6,0,141,apple fear not china smartphone sales declines may not impact tech giant,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,252.89,248.8,-0.01617304,0.01617304,1,409.000009,SPY,645.09,634.09,-0.01705188,0.03322492,1,248.8,-0.01617304,0.01617304,1,1,409.000009,634.09,-0.01705188,0.03322492,1,0,0,253.79,0.00355886,-0.00355886,0,0,-90.000011,650.34,0.0081384,-0.01169726,0,0,0,253.5,0.00241212,-0.00241212,0,0,-61.000103,659.22,0.02190392,-0.02431604,0,0,0,medium,XOM,0.03360938,SBUX,-0.04834466,SBUX,0.04834466,0,34,34,0,1,0,4,0,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;prnewswire.com;yahoo.com,60.0,2754.95,1,0,news_enriched,-0.017859,-0.023868,-0.008406,-0.037594,neutral,down,low,0.285714,0.001069,0.015786,-0.073493,0.011751,1.012019,-0.001979,-0.012708
221,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,26,2026-03-26T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,,,,,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,645.09,634.09,-0.01705188,,,,,,,,,634.09,-0.01705188,,,,,,,,,,,650.34,0.0081384,,,,,,,,,,,659.22,0.02190392,,,,,low,XOM,0.03360938,SBUX,-0.04834466,SBUX,0.04834466,1,34,34,0,0,0,4,0,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;prnewswire.com;yahoo.com,60.0,2754.95,1,0,news_enriched,-0.017859,-0.023868,-0.008406,-0.037594,neutral,down,low,0.285714,,,,,,,
597,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,26,2026-03-26T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,,,,,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.74,0,104,,0,0,0,,0,,0,0,,,,,,,,SPY,645.09,634.09,-0.01705188,,,,,,,,,634.09,-0.01705188,,,,,,,,,,,650.34,0.0081384,,,,,,,,,,,659.22,0.02190392,,,,,high,XOM,0.03360938,SBUX,-0.04834466,SBUX,0.04834466,1,34,34,0,0,0,4,0,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;prnewswire.com;yahoo.com,60.0,2754.95,1,0,news_enriched,-0.017859,-0.023868,-0.008406,-0.037594,neutral,down,low,0.285714,,,,,,,
598,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,26,2026-03-26T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,,,,,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,AAPL,100,,0.63,0,111,apple fear not china smartphone sales declines may not impact tech giant,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,252.89,248.8,-0.01617304,0.01617304,1,409.000009,SPY,645.09,634.09,-0.01705188,0.03322492,1,248.8,-0.01617304,0.01617304,1,1,409.000009,634.09,-0.01705188,0.03322492,1,0,0,253.79,0.00355886,-0.00355886,0,0,-90.000011,650.34,0.0081384,-0.01169726,0,0,0,253.5,0.00241212,-0.00241212,0,0,-61.000103,659.22,0.02190392,-0.02431604,0,0,0,medium,XOM,0.03360938,SBUX,-0.04834466,SBUX,0.04834466,0,34,34,0,1,0,4,0,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;prnewswire.com;yahoo.com,60.0,2754.95,1,0,news_enriched,-0.017859,-0.023868,-0.008406,-0.037594,neutral,down,low,0.285714,0.001069,0.015786,-0.073493,0.011751,1.012019,-0.001979,-0.012708
599,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,26,2026-03-26T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,,,,,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,645.09,634.09,-0.01705188,,,,,,,,,634.09,-0.01705188,,,,,,,,,,,650.34,0.0081384,,,,,,,,,,,659.22,0.02190392,,,,,low,XOM,0.03360938,SBUX,-0.04834466,SBUX,0.04834466,1,34,34,0,0,0,4,0,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;prnewswire.com;yahoo.com,60.0,2754.95,1,0,news_enriched,-0.017859,-0.023868,-0.008406,-0.037594,neutral,down,low,0.285714,,,,,,,
222,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,27,2026-03-27T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,,,,,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,139,,0,0,0,,0,,0,0,,,,,,,,SPY,634.09,631.97,-0.00334337,,,,,,,,,631.97,-0.00334337,,,,,,,,,,,655.24,0.03335489,,,,,,,,,,,676.01,0.06611049,,,,,low,NOW,0.05592999,INTC,-0.04498029,NOW,0.05592999,1,31,31,0,0,0,5,0,6,SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;prnewswire.com;yahoo.com,49.0,2527.0625,1,0,news_enriched,-0.017052,-0.019537,-0.005458,0.035094,neutral,down,low,0.206349,,,,,,,
223,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,27,2026-03-27T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,,,,,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,GOOGL,100,,0.62,0,182,big tech deserves its big tobacco moment social media is now a massive liability for meta and google,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,274.34,273.5,-0.00306189,0.00306189,1,83.99989,SPY,634.09,631.97,-0.00334337,0.00640526,1,273.5,-0.00306189,0.00306189,1,1,83.99989,631.97,-0.00334337,0.00640526,1,0,0,297.39,0.08401983,-0.08401983,0,0,-2305.000016,655.24,0.03335489,-0.11737472,0,1,0,317.32,0.15666691,-0.15666691,0,0,-4298.000009,676.01,0.06611049,-0.2227774,0,1,0,medium,NOW,0.05592999,INTC,-0.04498029,NOW,0.05592999,0,31,31,0,1,0,5,0,6,SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;prnewswire.com;yahoo.com,49.0,2527.0625,1,0,news_enriched,-0.017052,-0.019537,-0.005458,0.035094,neutral,down,low,0.206349,-0.023423,-0.088571,-0.120028,0.01605,1.194861,-0.012957,-0.08729
224,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,27,2026-03-27T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,,,,,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,634.09,631.97,-0.00334337,,,,,,,,,631.97,-0.00334337,,,,,,,,,,,655.24,0.03335489,,,,,,,,,,,676.01,0.06611049,,,,,low,NOW,0.05592999,INTC,-0.04498029,NOW,0.05592999,1,31,31,0,0,0,5,0,6,SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;prnewswire.com;yahoo.com,49.0,2527.0625,1,0,news_enriched,-0.017052,-0.019537,-0.005458,0.035094,neutral,down,low,0.206349,,,,,,,
600,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,27,2026-03-27T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,,,,,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.91,0,116,,0,0,0,,0,,0,0,,,,,,,,SPY,634.09,631.97,-0.00334337,,,,,,,,,631.97,-0.00334337,,,,,,,,,,,655.24,0.03335489,,,,,,,,,,,676.01,0.06611049,,,,,high,NOW,0.05592999,INTC,-0.04498029,NOW,0.05592999,1,31,31,0,0,0,5,0,6,SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;prnewswire.com;yahoo.com,49.0,2527.0625,1,0,news_enriched,-0.017052,-0.019537,-0.005458,0.035094,neutral,down,low,0.206349,,,,,,,
601,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,27,2026-03-27T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,,,,,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,NVDA,100,,0.78,1,123,Nvidia is in a deep correction and super cheap. How to trade a bounce on it with options,0,0,1,1,0,approved,0,0,,167.52,165.17,-0.01402818,0.01402818,1,235.000071,SPY,634.09,631.97,-0.00334337,0.01737155,1,165.17,-0.01402818,0.01402818,1,1,235.000071,631.97,-0.00334337,0.01737155,1,0,0,175.75,0.04912846,-0.04912846,0,0,-822.999962,655.24,0.03335489,-0.08248335,0,1,1,182.08,0.086915,-0.086915,0,0,-1456.00008,676.01,0.06611049,-0.15302549,0,1,1,high,NOW,0.05592999,INTC,-0.04498029,NOW,0.05592999,0,31,31,0,2,0,5,0,6,SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;prnewswire.com;yahoo.com,49.0,2527.0625,1,0,news_enriched,-0.017052,-0.019537,-0.005458,0.035094,neutral,down,low,0.206349,-0.021724,-0.029994,-0.054574,0.020515,1.051863,-0.007241,-0.066392
602,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,27,2026-03-27T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,,,,,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,634.09,631.97,-0.00334337,,,,,,,,,631.97,-0.00334337,,,,,,,,,,,655.24,0.03335489,,,,,,,,,,,676.01,0.06611049,,,,,low,NOW,0.05592999,INTC,-0.04498029,NOW,0.05592999,1,31,31,0,0,0,5,0,6,SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;prnewswire.com;yahoo.com,49.0,2527.0625,1,0,news_enriched,-0.017052,-0.019537,-0.005458,0.035094,neutral,down,low,0.206349,,,,,,,
225,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,28,2026-03-30T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,,,,,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,120,,0,0,0,,0,,0,0,,,,,,,,SPY,631.97,650.34,0.02906784,,,,,,,,,650.34,0.02906784,,,,,,,,,,,655.83,0.03775496,,,,,,,,,,,679.91,0.07585803,,,,,low,INTC,0.07137655,CVX,-0.01808172,INTC,0.07137655,1,34,34,0,0,0,4,0,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,60.0,2041.2105,1,0,news_enriched,-0.003343,-0.007643,0.013312,-0.000289,neutral,down,low,0.539683,,,,,,,
226,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,28,2026-03-30T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,,,,,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,NVDA,120,,0.6,1,133,Nvidia Valuation Drops to Multi-Year Low Amid Market Jitters,0,0,1,1,0,approved,0,0,,165.17,174.4,0.05588182,-0.05588182,0,-1107.600025,SPY,631.97,650.34,0.02906784,-0.08494966,0,174.4,0.05588182,-0.05588182,0,0,-1107.600025,650.34,0.02906784,-0.08494966,0,1,0,177.39,0.07398438,-0.07398438,0,0,-1466.400005,655.83,0.03775496,-0.11173934,0,1,0,183.91,0.11345886,-0.11345886,0,0,-2248.799989,679.91,0.07585803,-0.18931689,0,1,0,medium,INTC,0.07137655,CVX,-0.01808172,INTC,0.07137655,0,34,34,0,2,0,4,0,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,60.0,2041.2105,1,0,news_enriched,-0.003343,-0.007643,0.013312,-0.000289,neutral,down,low,0.539683,-0.014028,-0.059611,-0.09486,0.019164,1.026885,0.007521,-0.075028
227,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,28,2026-03-30T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,,,,,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,631.97,650.34,0.02906784,,,,,,,,,650.34,0.02906784,,,,,,,,,,,655.83,0.03775496,,,,,,,,,,,679.91,0.07585803,,,,,low,INTC,0.07137655,CVX,-0.01808172,INTC,0.07137655,1,34,34,0,0,0,4,0,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,60.0,2041.2105,1,0,news_enriched,-0.003343,-0.007643,0.013312,-0.000289,neutral,down,low,0.539683,,,,,,,
603,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,28,2026-03-30T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,,,,,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.78,0,109,,0,0,0,,0,,0,0,,,,,,,,SPY,631.97,650.34,0.02906784,,,,,,,,,650.34,0.02906784,,,,,,,,,,,655.83,0.03775496,,,,,,,,,,,679.91,0.07585803,,,,,high,INTC,0.07137655,CVX,-0.01808172,INTC,0.07137655,1,34,34,0,0,0,4,0,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,60.0,2041.2105,1,0,news_enriched,-0.003343,-0.007643,0.013312,-0.000289,neutral,down,low,0.539683,,,,,,,
604,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,28,2026-03-30T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,,,,,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,NVDA,100,,0.66,0,140,Nvidia Valuation Drops to Multi-Year Low Amid Market Jitters,0,0,1,1,0,approved,0,0,,165.17,174.4,0.05588182,-0.05588182,0,-923.000021,SPY,631.97,650.34,0.02906784,-0.08494966,0,174.4,0.05588182,-0.05588182,0,0,-923.000021,650.34,0.02906784,-0.08494966,0,1,0,177.39,0.07398438,-0.07398438,0,0,-1222.000004,655.83,0.03775496,-0.11173934,0,1,0,183.91,0.11345886,-0.11345886,0,0,-1873.999991,679.91,0.07585803,-0.18931689,0,1,0,medium,INTC,0.07137655,CVX,-0.01808172,INTC,0.07137655,0,34,34,0,2,0,4,0,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,60.0,2041.2105,1,0,news_enriched,-0.003343,-0.007643,0.013312,-0.000289,neutral,down,low,0.539683,-0.014028,-0.059611,-0.09486,0.019164,1.026885,0.007521,-0.075028
605,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,28,2026-03-30T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,,,,,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,631.97,650.34,0.02906784,,,,,,,,,650.34,0.02906784,,,,,,,,,,,655.83,0.03775496,,,,,,,,,,,679.91,0.07585803,,,,,low,INTC,0.07137655,CVX,-0.01808172,INTC,0.07137655,1,34,34,0,0,0,4,0,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,60.0,2041.2105,1,0,news_enriched,-0.003343,-0.007643,0.013312,-0.000289,neutral,down,low,0.539683,,,,,,,
228,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,29,2026-03-31T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,,,,,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,127,,0,0,0,,0,,0,0,,,,,,,,SPY,650.34,655.24,0.00753452,,,,,,,,,655.24,0.00753452,,,,,,,,,,,658.93,0.01320848,,,,,,,,,,,679.46,0.04477658,,,,,low,INTC,0.08837525,NKE,-0.1550549,NKE,0.1550549,1,44,44,0,0,0,3,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,44.0,1550.9333,1,0,news_enriched,0.029068,0.033854,-0.001037,0.037894,risk_on,down,medium,0.825397,,,,,,,
229,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,29,2026-03-31T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,,,,,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,GOOGL,100,,0.6,1,148,whats behind the jump in alphabet stock,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,287.56,297.39,0.03418417,-0.03418417,0,-982.999993,SPY,650.34,655.24,0.00753452,-0.04171869,0,297.39,0.03418417,-0.03418417,0,0,-982.999993,655.24,0.00753452,-0.04171869,0,1,0,299.99,0.04322576,-0.04322576,0,0,-1242.999955,658.93,0.01320848,-0.05643424,0,1,0,317.24,0.10321324,-0.10321324,0,0,-2967.999929,679.46,0.04477658,-0.14798982,0,1,0,medium,INTC,0.08837525,NKE,-0.1550549,NKE,0.1550549,0,44,44,0,2,0,3,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,44.0,1550.9333,1,0,news_enriched,0.029068,0.033854,-0.001037,0.037894,risk_on,down,medium,0.825397,0.051408,-0.009916,-0.05277,0.020297,1.481401,0.0166,-0.03544
230,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,29,2026-03-31T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,,,,,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.9,0,177,,0,0,0,,0,,0,0,,,,,,,,SPY,650.34,655.24,0.00753452,,,,,,,,,655.24,0.00753452,,,,,,,,,,,658.93,0.01320848,,,,,,,,,,,679.46,0.04477658,,,,,high,INTC,0.08837525,NKE,-0.1550549,NKE,0.1550549,1,44,44,0,0,0,3,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,44.0,1550.9333,1,0,news_enriched,0.029068,0.033854,-0.001037,0.037894,risk_on,down,medium,0.825397,,,,,,,
606,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,29,2026-03-31T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,,,,,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.86,0,98,,0,0,0,,0,,0,0,,,,,,,,SPY,650.34,655.24,0.00753452,,,,,,,,,655.24,0.00753452,,,,,,,,,,,658.93,0.01320848,,,,,,,,,,,679.46,0.04477658,,,,,high,INTC,0.08837525,NKE,-0.1550549,NKE,0.1550549,1,44,44,0,0,0,3,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,44.0,1550.9333,1,0,news_enriched,0.029068,0.033854,-0.001037,0.037894,risk_on,down,medium,0.825397,,,,,,,
